datum,kategorie,name,typ,strasse,hausnummer,plz,ort,lat,lon,oeffnungszeiten,website,osm_id,osm_typ
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5925592,7.3438406,,,3643360177,node
2026-03-01,Laden/Geschäft,KiK,clothes,Lönsstraße,21,44575,Castrop-Rauxel,51.5487083,7.3079768,"Mo-Sa 09:00-19:00; PH,Su off",,3685355114,node
2026-03-01,Gastronomie/Service,Pan Pizza,restaurant,Lönsstraße,15,44575,Castrop-Rauxel,51.5484973,7.3082964,,,3731514314,node
2026-03-01,Laden/Geschäft,C&A,clothes,,,,Castrop-Rauxel,51.5481042,7.3078426,"PH off; Mo-Fr 09:30-19:00; Sa 09:30-18:30; PH,Su off",,3731514315,node
2026-03-01,Laden/Geschäft,TEDi,variety_store,,,,Castrop-Rauxel,51.5479291,7.3073437,"Mo-Sa 09:00-20:00; PH,Su off",,3731514317,node
2026-03-01,Gastronomie/Service,Gaststätte Treffpunkt,pub,,,,Castrop-Rauxel,51.5485958,7.3081569,09:00+,,3731515150,node
2026-03-01,Laden/Geschäft,Getränke & Kiosk,kiosk,,,,Castrop-Rauxel,51.540179,7.3048557,"May-Oct: Mo-Fr 07:00-13:00,15:00-22:00; May-Oct: Sa 08:00-13:00,15:00-22:00; May-Oct: Su,PH 08:00-13:00,15:00-20:00; Nov-Apr: Mo-Fr 08:00-13:00,15:00-20:00; Nov-Apr: Sa 08:00-13:00,15:00-20:00; Nov-Apr: Su,PH 08:00-13:00,15:00-20:00",,3868069436,node
2026-03-01,Gastronomie/Service,–,shelter,,,,Castrop-Rauxel,51.5370406,7.3406779,,,3868086976,node
2026-03-01,Laden/Geschäft,Friseur Exzellent,hairdresser,Wartburgstraße,28,44579,Castrop-Rauxel,51.5764308,7.3043708,Mo-Fr 09:00-18:00; Sa 08:00-14:00,,3875327151,node
2026-03-01,Gastronomie/Service,Eiscafe Adriano,cafe,Am Markt,9,44575,Castrop-Rauxel,51.5482873,7.3119996,Apr-Sep Tu-Sa 09:30-20:00; Apr-Sep Su 12:00-20:00; Apr-Sep Mo off; Oct-Mar Tu-Sa 09:30-19:00; Oct-Mar Mo off; Oct-Mar Su 12:00-19:00,,4130395553,node
2026-03-01,Laden/Geschäft,–,kiosk,,,,Castrop-Rauxel,51.5537633,7.3058148,,,4286681937,node
2026-03-01,Gastronomie/Service,"Wurstküche Habinghorst -Veranstaltungen, Konzerte-",culture_center,Hugostraße,19,44579,Castrop-Rauxel,51.5865758,7.3127154,,,4374200961,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5905548,7.3519016,,,4450914756,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5906242,7.3519729,,,4450914757,node
2026-03-01,Gastronomie/Service,–,shelter,,,,Castrop-Rauxel,51.5906007,7.3514019,,,4450914762,node
2026-03-01,Gastronomie/Service,–,motorcycle_parking,,,,Castrop-Rauxel,51.5737713,7.3037505,,,4462854317,node
2026-03-01,Laden/Geschäft,Buchhandlung Kasperski,books,Lange Straße,60a,44579,Castrop-Rauxel,51.5845633,7.3130085,,,4512598057,node
2026-03-01,Laden/Geschäft,Kodi,variety_store,,,,Castrop-Rauxel,51.5496676,7.3094756,Mo-Fr 09:00-18:30; Sa 09:00-16:00,,4512616178,node
2026-03-01,Gastronomie/Service,Postagentur,post_office,Lange Straße,90,44579,Castrop-Rauxel,51.5852856,7.3164857,,,4574100126,node
2026-03-01,Freizeit,Sportforum Castrop - Fitness + Racketsports,sports_centre,Bahnhofstraße,120-122,44575,Castrop-Rauxel,51.5622597,7.3138161,"Mo-Fr 08:00-22:00, Sa,Su 09:00-19:00",https://www.sportforumcastrop.de,4862120535,node
2026-03-01,Gastronomie/Service,ING,atm,,,,Castrop-Rauxel,51.5799142,7.3051271,,,4866387125,node
2026-03-01,Laden/Geschäft,Fressnapf,pet,,,,Castrop-Rauxel,51.5793645,7.3090161,Mo-Sa 09:00-20:00,,4866423535,node
2026-03-01,Laden/Geschäft,Kauf.net,second_hand,Am Bennertor,2,44575,Castrop-Rauxel,51.548039,7.3134368,"Mo-Fr 09:00-18:00, Sa 09:00-14:00",,4866488865,node
2026-03-01,Laden/Geschäft,Textilpflege am Bennertor,dry_cleaning,Am Bennertor,6,44575,Castrop-Rauxel,51.5483243,7.3134555,"Mo-Fr 08:30-18:00, Sa 08:30-13:00",http://www.textilpflege-bennertor.de/,4866488866,node
2026-03-01,Laden/Geschäft,Türkischer Laden,greengrocer,,,,Castrop-Rauxel,51.5409692,7.3111372,,,4874720721,node
2026-03-01,Laden/Geschäft,Jedowski,butcher,Am Landwehrbach,4,44575,Castrop-Rauxel,51.5558191,7.2901127,Mo-Fr 10:30-19:00; Sa 10:30-17:00; Su 12:00-17:00,https://www.metzgerei-jedowski.de/index.php,5005169472,node
2026-03-01,Laden/Geschäft,44er Späti Kiosk,convenience,Berliner Platz,12,44579,Castrop-Rauxel,51.5731729,7.3055127,Mo-Th 06:30-24:00; Fr 06:30-01:00,,5005190722,node
2026-03-01,Gastronomie/Service,Leuthold’s 1910,restaurant,Am Markt,12,44575,Castrop-Rauxel,51.547981,7.3120003,"Mo-Sa 08:30-23:00, Su 09:30-22:00",http://leutholds-1910.de/,5011187094,node
2026-03-01,Gastronomie/Service,Turgut Grill,restaurant,Berliner Platz,11,44579,Castrop-Rauxel,51.5733157,7.3054327,"PH,Mo-Su 11:00-23:00",,5032084074,node
2026-03-01,Laden/Geschäft,Rossmann,chemist,Freiheitstraße,23,44581,Castrop-Rauxel,51.5986323,7.3097464,Mo-Fr 08:00-20:00; Sa 08:00-20:00; PH off,https://www.rossmann.de,5207324608,node
2026-03-01,Gastronomie/Service,Kaffeehaus am Münstertor,cafe,Münsterplatz,6,44575,Castrop-Rauxel,51.5499718,7.3098101,Mo-Su 07:30-16:00,,5344848889,node
2026-03-01,Laden/Geschäft,Kiosk & Paketshop & Backwaren Supply,kiosk,Gerther Straße,15,44577,Castrop-Rauxel,51.5267749,7.3208479,Mo-Sa 07:00-22:30; Su 08:00-22:30,,5385738831,node
2026-03-01,Laden/Geschäft,Michael Meier Friseursalon,hairdresser,Wittener Straße,336,44577,Castrop-Rauxel,51.5280633,7.3223019,,,5571108625,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5295695,7.303018,,,5573605791,node
2026-03-01,Laden/Geschäft,Isma Supermarkt,supermarket,Dortmunder Straße,142,44577,Castrop-Rauxel,51.5427398,7.331129,Mo-Sa 07:00-19:00,,5591227589,node
2026-03-01,Gastronomie/Service,Grillhaus,fast_food,Dortmunder Straße,138a,44577,Castrop-Rauxel,51.5432325,7.3302143,,,5591227590,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5473057,7.3382755,,,5646703314,node
2026-03-01,Tourismus,–,viewpoint,,,,Castrop-Rauxel,51.5470878,7.3411898,,,5646703315,node
2026-03-01,Tourismus,Wassertempel,artwork,,,,Castrop-Rauxel,51.5484326,7.3373801,,,5646703316,node
2026-03-01,Tourismus,Sinuspergola,artwork,,,,Castrop-Rauxel,51.5485768,7.33976,,,5646703317,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5460939,7.3375354,,,5646703318,node
2026-03-01,Tourismus,–,information,,,,Castrop-Rauxel,51.5450361,7.3379471,,,5646710559,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5450467,7.3379968,,,5646711055,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5872473,7.3487162,,,5703498807,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5871365,7.3483661,,,5703498840,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5872339,7.3486828,,,5703498851,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5872474,7.3486919,,,5703498897,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5871273,7.348342,,,5703498915,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5858475,7.3503803,,,5703498921,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5857109,7.3507652,,,5703498956,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5878515,7.3480547,,,5703503830,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5878615,7.3480722,,,5703503843,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5877116,7.3478026,,,5703503849,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5877016,7.3477852,,,5703503850,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.58587,7.3503856,,,5703512466,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5858417,7.3504139,,,5703512483,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5855084,7.3505183,,,5703512506,node
2026-03-01,Gastronomie/Service,–,bicycle_parking,,,,Castrop-Rauxel,51.586398,7.3496235,,,5706509094,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5874846,7.348138,,,5712921535,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5876096,7.3480257,,,5712921536,node
2026-03-01,Gastronomie/Service,–,bicycle_parking,,,,Castrop-Rauxel,51.5469344,7.3111174,,,5736770763,node
2026-03-01,Laden/Geschäft,Malzers,bakery,Widumer Tor,1,44575,Castrop-Rauxel,51.5483292,7.3083289,"Mo-Sa 07:00-18:00; PH,Su off",,5753299745,node
2026-03-01,Laden/Geschäft,Juwelier Simon,jewelry,,,,Castrop-Rauxel,51.5482353,7.3082315,"Mo-Fr 09:00-19:00; Sa 09:00-16:00; PH,Su off",,5753299746,node
2026-03-01,Gastronomie/Service,–,waste_basket,,,,Castrop-Rauxel,51.5749988,7.2592589,,,5763188813,node
2026-03-01,Freizeit,–,picnic_table,,,,Castrop-Rauxel,51.5749566,7.2593213,,,5763188814,node
2026-03-01,Gastronomie/Service,Sonnenstudio Sunworld,studio,,,,Castrop-Rauxel,51.5805751,7.3064877,"Mo-Fr 09:00-22:00, 09:00-21:00",,5776933374,node
2026-03-01,Gastronomie/Service,Miet-Center Castrop-Rauxel,car_rental,,,,Castrop-Rauxel,51.5781422,7.3047869,"Mo-Fr 08:00-12:00, 15:00-18:00; Sa 08:00-13:00",,5777018666,node
2026-03-01,Laden/Geschäft,moclean Autoservice GmbH,paint,,,,Castrop-Rauxel,51.5783924,7.3051125,,,5777023530,node
2026-03-01,Gastronomie/Service,TÜV Nord,vehicle_inspection,,,,Castrop-Rauxel,51.5781896,7.3050748,,,5777035961,node
2026-03-01,Laden/Geschäft,Verschlusssache,games,,,,Castrop-Rauxel,51.5783086,7.3051031,,,5777038701,node
2026-03-01,Gastronomie/Service,Kinderplanet,kindergarten,,,,Castrop-Rauxel,51.5783259,7.305639,,,5777055073,node
2026-03-01,Laden/Geschäft,Bäckerei Brinker,bakery,Wartburgstraße,12,44579,Castrop-Rauxel,51.5749756,7.3057172,Mo-Fr 07:00-19:00; Sa 07:00-18:30; Su 08:00-11:00,,5777089054,node
2026-03-01,Gastronomie/Service,–,recycling,,,,Castrop-Rauxel,51.5752888,7.3045493,,,5777167601,node
2026-03-01,Gastronomie/Service,Gleis 4,pub,,,,Castrop-Rauxel,51.5734879,7.3052582,"Tu-Th 18:00-24:00; Fr,Sa 16:00-05:00; Su 16:00-24:00",,5777196889,node
2026-03-01,Laden/Geschäft,Bestattungen Quellenberg,funeral_directors,,,,Castrop-Rauxel,51.5733855,7.3055222,"PH,Mo-Su 00:00-24:00",,5777199720,node
2026-03-01,Gastronomie/Service,Sirtaki Grill Pizza,restaurant,,,,Castrop-Rauxel,51.5735447,7.3055414,"PH,Fr-We 11:30-22:00",,5777206340,node
2026-03-01,Gastronomie/Service,Das Café,cafe,Bahnhofstraße,291,44579,Castrop-Rauxel,51.5708225,7.3057003,Tu-Fr 09:30-18:00; Sa 09:00-13:00; Su 09:30-17:30,https://das-cafe-castrop-rauxel.de,5777250845,node
2026-03-01,Laden/Geschäft,Haus der Trauer - Bestattungen Melzner,funeral_directors,Bahnhofstraße,291,44579,Castrop-Rauxel,51.5707725,7.3060854,"Mo-Fr 09:00-12:00,15:00-17:00",,5777252787,node
2026-03-01,Freizeit,–,pitch,,,,Castrop-Rauxel,51.5622698,7.3111231,,,5777641933,node
2026-03-01,Gastronomie/Service,–,parking,,,,Castrop-Rauxel,51.5419077,7.3102526,,,5779525944,node
2026-03-01,Gastronomie/Service,–,waste_basket,,,,Castrop-Rauxel,51.5903948,7.3526737,,,5862107272,node
2026-03-01,Gastronomie/Service,–,waste_basket,,,,Castrop-Rauxel,51.590985,7.3513999,,,5862107282,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5907037,7.3514163,,,5862110189,node
2026-03-01,Gastronomie/Service,–,waste_basket,,,,Castrop-Rauxel,51.5906204,7.3515131,,,5862110217,node
2026-03-01,Tourismus,Hundewiese Ickern,information,,,,Castrop-Rauxel,51.5908383,7.3515949,,,5862110236,node
2026-03-01,Freizeit,–,picnic_table,,,,Castrop-Rauxel,51.5581296,7.2766909,,,5920416857,node
2026-03-01,Freizeit,–,picnic_table,,,,Castrop-Rauxel,51.5581283,7.2766285,,,5920416858,node
2026-03-01,Freizeit,–,picnic_table,,,,Castrop-Rauxel,51.5581179,7.2758306,,,5920416859,node
2026-03-01,Freizeit,–,picnic_table,,,,Castrop-Rauxel,51.5580758,7.2758326,,,5920416860,node
2026-03-01,Freizeit,–,picnic_table,,,,Castrop-Rauxel,51.5580332,7.2758366,,,5920416861,node
2026-03-01,Freizeit,–,picnic_table,,,,Castrop-Rauxel,51.5591274,7.2732409,,,5920416883,node
2026-03-01,Freizeit,–,picnic_table,,,,Castrop-Rauxel,51.559167,7.2732309,,,5920416884,node
2026-03-01,Freizeit,–,picnic_table,,,,Castrop-Rauxel,51.5592074,7.2732228,,,5920419185,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5449651,7.3130685,,,5985405255,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5449332,7.3130991,,,5985405256,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5449049,7.3131278,,,5985405257,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5451133,7.3126018,,,5985405258,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5450431,7.3123867,,,5985405259,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5449686,7.3121749,,,5985405260,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5447354,7.3114651,,,5985405261,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5446016,7.311075,,,5985405262,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5442695,7.3104188,,,5985405263,node
2026-03-01,Gastronomie/Service,Tiefgarage Einkaufszentrum Widumer Tor,parking_entrance,,,,Castrop-Rauxel,51.5479319,7.3080441,,,5985478423,node
2026-03-01,Laden/Geschäft,"Druckerei ""Posterlia.de""",printing,Holzstraße,159,44575,Castrop-Rauxel,51.5590383,7.303321,"Mo-Fr 09:00-12:00, Mo-Fr 13:00-15:30",https://www.posterlia.de/,5985673286,node
2026-03-01,Tourismus,Blick über Castrop II,viewpoint,,,,Castrop-Rauxel,51.5296064,7.3035694,,,5986535728,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5416036,7.3360545,,,5986885064,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5415792,7.3360656,,,5986885065,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5458661,7.3370298,,,5987093224,node
2026-03-01,Gastronomie/Service,–,bicycle_parking,,,,Castrop-Rauxel,51.548468,7.3084559,,,5989202900,node
2026-03-01,Gastronomie/Service,–,bicycle_parking,,,,Castrop-Rauxel,51.5485012,7.3085471,,,5989202901,node
2026-03-01,Laden/Geschäft,Senay,curtain,Christinenstraße,2,44575,Castrop-Rauxel,51.5408044,7.311206,,,6001006320,node
2026-03-01,Gastronomie/Service,–,place_of_worship,Bodelschwingher Straße,70,44577,Castrop-Rauxel,51.5451686,7.3330529,,,6001008929,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5315541,7.3417184,,,6004861488,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5304281,7.3441841,,,6004861489,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5292957,7.3463789,,,6004861496,node
2026-03-01,Laden/Geschäft,Bääähm - Die Kinderschuhprofis,shoes,Biesenkamp,6,44575,Castrop-Rauxel,51.5485843,7.3124352,Mo-Fr 10:00-18:00; Sa 10:00-14:00,,6004905401,node
2026-03-01,Gastronomie/Service,Asia Bistro Panda,fast_food,,,,Castrop-Rauxel,51.5481342,7.3108086,"Mo-Fr,Su 11:00-21:00; PH,Sa closed",,6066343185,node
2026-03-01,Laden/Geschäft,Street One,clothes,,,,Castrop-Rauxel,51.5480671,7.3111742,"Mo-Fr 09:30-19:00; Sa 10:00-16:00; PH,Su off",,6066343186,node
2026-03-01,Laden/Geschäft,Tom Tailor,clothes,,,,Castrop-Rauxel,51.5480636,7.3112736,,,6066343187,node
2026-03-01,Laden/Geschäft,Mode-Outlet Ultimo,clothes,,,,Castrop-Rauxel,51.5480651,7.3119784,"Mo-Fr 10:00-19:00; Sa 10:00-16:00; PH,Su off",,6066343189,node
2026-03-01,Gastronomie/Service,Subway,fast_food,,,,Castrop-Rauxel,51.5480097,7.3128655,"Mo-Fr 08:30-22:00; Sa 09:30-22:00; PH,Su 11:30-22:00",,6066343191,node
2026-03-01,Laden/Geschäft,Witt Weiden,clothes,,,,Castrop-Rauxel,51.5479585,7.3099626,"Mo-Fr 09:00-18:00; Sa 09:00-15:00; PH,Su off",,6066343192,node
2026-03-01,Laden/Geschäft,Figaro Böhmer & Schloesser,hairdresser,Viktoriastraße,19,44575,Castrop-Rauxel,51.546346,7.3118498,Tu-Fr 09:00-18:30; Sa 08:30-14:00,https://www.figaro-boehmer.de,6096404839,node
2026-03-01,Laden/Geschäft,Friseur Head-Factor,hairdresser,,,,Castrop-Rauxel,51.5477743,7.3132087,Mo-Fr 10:00-19:00; Sa 10:00-16:00; PH closed,,6106247099,node
2026-03-01,Gastronomie/Service,Street Kitchen,fast_food,,,,Castrop-Rauxel,51.548034,7.3071217,"Mo-Sa 10:00-20:30; PH,Su closed",,6106247100,node
2026-03-01,Gastronomie/Service,–,atm,,,,Castrop-Rauxel,51.5480701,7.3073575,24/7,,6106247101,node
2026-03-01,Laden/Geschäft,Kiosk & Asia Shop,kiosk,,,,Castrop-Rauxel,51.547001,7.313962,"Mo-Fr 08:00-20:00; Sa closed; PH,Su 09:00-20:00",,6106247102,node
2026-03-01,Gastronomie/Service,Pizzaria Nina,restaurant,,,,Castrop-Rauxel,51.5474061,7.3119634,"Mo-Fr 11:30-23:00; PH,Sa-Su 12:00-23:00",,6106464997,node
2026-03-01,Laden/Geschäft,Markt Kiosk,kiosk,,,,Castrop-Rauxel,51.5473765,7.3119632,"Mo-Th 07:00-23:00; Fr 07:00-24:00; Sa 00:00-01:00,08:15-24:00; Su 00:00-01:00,10:00-23:00; PH 10:00-23:00",,6106464998,node
2026-03-01,Freizeit,Spielplatz Rennwiese,playground,,,,Castrop-Rauxel,51.5451708,7.3203098,,,6172700101,node
2026-03-01,Freizeit,Spielplatz Cottenburgschule,playground,,,,Castrop-Rauxel,51.540906,7.328587,,,6172759760,node
2026-03-01,Freizeit,–,playground,,,,Castrop-Rauxel,51.5309286,7.3440035,,,6177042757,node
2026-03-01,Tourismus,Halde Schwerin,information,,,,Castrop-Rauxel,51.5553964,7.3423556,,,6219552038,node
2026-03-01,Tourismus,Schloss Bladenhorst,information,,,,Castrop-Rauxel,51.573742,7.2761158,,,6220858378,node
2026-03-01,Tourismus,Schloss Bladenhorst,information,,,,Castrop-Rauxel,51.5737449,7.2761502,,,6220858379,node
2026-03-01,Tourismus,König-Ludwig-Hafen,information,,,,Castrop-Rauxel,51.5679931,7.2581488,,,6220866020,node
2026-03-01,Tourismus,König-Ludwig-Hafen,information,,,,Castrop-Rauxel,51.5680833,7.2583526,,,6220866021,node
2026-03-01,Laden/Geschäft,Edeka Richter,supermarket,Dortmunder Straße,185,44577,Castrop-Rauxel,51.5422717,7.3347416,Mo-Sa 07:00-21:00,https://www.edeka.de/,6370119099,node
2026-03-01,Tourismus,"Wasserkreuz Emscher, Rhein-Herne-Kanal",information,,,,Castrop-Rauxel,51.5965067,7.2952684,,,6400039657,node
2026-03-01,Laden/Geschäft,–,vacant,Im Ort,11,,Castrop-Rauxel,51.5488959,7.3089551,,,6413655598,node
2026-03-01,Laden/Geschäft,Nina Nails,beauty,Im Ort,11,44575,Castrop-Rauxel,51.548841,7.3090335,Mo-Fr 09:00-19:00; Sa 09:00-17:00,,6413662420,node
2026-03-01,Gastronomie/Service,–,toilets,,,,Castrop-Rauxel,51.5653985,7.3112468,,,6462396455,node
2026-03-01,Laden/Geschäft,Schlüsseldienst,locksmith,,,,Castrop-Rauxel,51.5481907,7.3078337,"Mo-Fr 09:00-13:00,14:00-18:00; PH,Sa,Su off",,6475033336,node
2026-03-01,Gastronomie/Service,–,parking,,,,Castrop-Rauxel,51.5519008,7.3084839,,,6482967238,node
2026-03-01,Gastronomie/Service,–,parking,,,,Castrop-Rauxel,51.5503663,7.3106457,,,6482967239,node
2026-03-01,Gastronomie/Service,–,parking,,,,Castrop-Rauxel,51.552025,7.3097499,,,6482984782,node
2026-03-01,Tourismus,Energieplastik,artwork,,,,Castrop-Rauxel,51.5539547,7.3111613,,,6482984783,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5739292,7.2608168,,,6560536453,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5682,7.2585366,,,6563062030,node
2026-03-01,Laden/Geschäft,Hof Menken,farm,Oststraße,153,44577,Castrop-Rauxel,51.5685857,7.3407585,Mo-Fr 08:00-18:30; Sa 08:00-17:00; Su 10:00-17:00,https://www.hof-menken.de,6564921790,node
2026-03-01,Freizeit,–,picnic_table,,,,Castrop-Rauxel,51.6002859,7.3333271,,,6585569704,node
2026-03-01,Freizeit,–,picnic_table,,,,Castrop-Rauxel,51.6001876,7.3335913,,,6585569705,node
2026-03-01,Freizeit,–,picnic_table,,,,Castrop-Rauxel,51.6001601,7.3336422,,,6585569706,node
2026-03-01,Laden/Geschäft,Apollo-Optik,optician,Widumer Tor,1,44575,Castrop-Rauxel,51.5486391,7.3068053,,,6756248417,node
2026-03-01,Tourismus,–,information,,,,Castrop-Rauxel,51.5801875,7.2771496,,,6763947734,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.6053888,7.2946055,,,6763947745,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5587687,7.3376489,,,6765138748,node
2026-03-01,Tourismus,–,information,,,,Castrop-Rauxel,51.5637811,7.3244497,,,6765164700,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5644572,7.32726,,,6765164701,node
2026-03-01,Tourismus,–,information,,,,Castrop-Rauxel,51.5645222,7.3272179,,,6765164702,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5639307,7.3257862,,,6765164703,node
2026-03-01,Tourismus,–,information,,,,Castrop-Rauxel,51.5640879,7.3239509,,,6765164706,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5648612,7.3278124,,,6765164707,node
2026-03-01,Gastronomie/Service,–,vending_machine,,,,Castrop-Rauxel,51.5646077,7.3273948,,,6765164708,node
2026-03-01,Tourismus,–,information,,,,Castrop-Rauxel,51.5648332,7.3276334,,,6765164709,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5660026,7.2910077,,,6765175501,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5649817,7.308383,,,6765175504,node
2026-03-01,Gastronomie/Service,–,bench,,,,Castrop-Rauxel,51.5641883,7.3048761,,,6765175511,node
2026-03-01,Freizeit,–,playground,,,,Castrop-Rauxel,51.5852507,7.3508238,,,6791309778,node
2026-03-01,Gastronomie/Service,Il Caffé,cafe,,,,Castrop-Rauxel,51.5478836,7.3105879,"Tu-Fr 08:30-15:00; Sa 08:30-14:00; Su,Mo,PH off",,6792725025,node
2026-03-01,Laden/Geschäft,Trend Shop,clothes,,,,Castrop-Rauxel,51.5479966,7.3071674,"Mo-Sa 09:00-20:00; PH,Su off",,6792725026,node
2026-03-01,Laden/Geschäft,Fair-Kauf City,second_hand,Biesenkamp,11,44575,Castrop-Rauxel,51.5490219,7.3115398,"Mo-Fr 10:00-13:00,15:00-18:00; Sa 10:00-14:00; PH,Su off",,6792725028,node
2026-03-01,Gastronomie/Service,Edelsmann Sanitätshaus,health,,,,Castrop-Rauxel,51.5471439,7.3111752,,,6792725030,node
2026-03-01,Gastronomie/Service,Spielpalast,casino,,,,Castrop-Rauxel,51.5476147,7.3095701,"Mo-Sa 08:00-24:00; PH,Su 09:00-24:00",,6792725032,node
2026-03-01,Gastronomie/Service,–,fountain,,,,Castrop-Rauxel,51.5525761,7.3097656,,,6792725033,node
2026-03-01,Gastronomie/Service,Musikschule Altes Rathaus,music_school,Ringstraße,29,44575,Castrop-Rauxel,51.5517453,7.3132487,,,6792725034,node
2026-03-01,Laden/Geschäft,Hairsalon Baron,hairdresser,,,,Castrop-Rauxel,51.5486315,7.308863,"Mo-Fr 08:00-18:30; PH,Su off",,6792725035,node
2026-03-01,Laden/Geschäft,Vodafone,mobile_phone,Münsterstraße,9,44575,Castrop-Rauxel,51.5491779,7.3102713,"Mo-Fr 10:00-18:30; Sa 10:00-14:00; PH,Su off",,6792725037,node
2026-03-01,Laden/Geschäft,Atto,convenience,Biesenkamp,23,44575,Castrop-Rauxel,51.5491941,7.311089,Mo 08:30-20:00; Tu-Fr 08:00-20:00; Sa 08:30-19:00,,6792725038,node
2026-03-01,Laden/Geschäft,Hendrich,clothes,,,,Castrop-Rauxel,51.5487921,7.3122585,"Mo-Fr 10:00-13:00,15:00-18:00; Sa 10:00-13:00; PH,Su off",,6792725039,node
2026-03-01,Laden/Geschäft,pettrup,shoes,,,,Castrop-Rauxel,51.5505085,7.3099813,,,6792725040,node
2026-03-01,Gastronomie/Service,Herbstzeit,social_facility,,,,Castrop-Rauxel,51.5485096,7.3092893,,https://www.haeusliche-krankenpflege-herbstzeit.de/,6792725044,node
2026-03-01,Laden/Geschäft,Coiffeur Coco,hairdresser,,,,Castrop-Rauxel,51.5513469,7.3097937,,,6792725047,node
2026-03-01,Laden/Geschäft,Ultimo,clothes,,,,Castrop-Rauxel,51.548234,7.3122315,"Mo-Fr 10:00-19:00; Sa 10:00-16:00; PH,Su off",,6792725052,node
2026-03-01,Gastronomie/Service,ReHa-Team Hasenberg,physiotherapist,Mühlengasse,3,44575,Castrop-Rauxel,51.5476035,7.3105928,,,6792725053,node
2026-03-01,Laden/Geschäft,Tabak Presse,lottery,Widumer Tor,1,44575,Castrop-Rauxel,51.5481073,7.307513,Mo-Sa 08:00-19:00,,6792725054,node
